"id","condition","stimulus","key","response","RT","correct"
"jhm77","Memorized","<h1>glass</h1>","y","y",2245,1
"jhm77","Memorized","<h1>house</h1>","y","y",1381,1
"jhm77","Unrelated_Unmemorized","<h1>bumpy</h1>","n","n",1681,1
"jhm77","Unrelated_Unmemorized","<h1>fast</h1>","n","n",1177,1
"jhm77","Unrelated_Unmemorized","<h1>snow</h1>","n","n",2832,1
"jhm77","Memorized","<h1>door</h1>","y","y",1085,1
"jhm77","Memorized","<h1>screen</h1>","y","y",1037,1
"jhm77","Related_Unmemorized","<h1>window</h1>","n","n",2795,1
"jhm77","Unrelated_Unmemorized","<h1>boy</h1>","n","n",945,1
"jhm77","Unrelated_Unmemorized","<h1>piano</h1>","n","n",962,1
"jhm77","Memorized","<h1>shutter</h1>","y","n",1567,0
"jhm77","Unrelated_Unmemorized","<h1>cat</h1>","n","n",969,1
"jhm77","Unrelated_Unmemorized","<h1>toe</h1>","n","n",1608,1
"jhm77","Memorized","<h1>low</h1>","y","n",1296,0
"jhm77","Unrelated_Unmemorized","<h1>steal</h1>","n","n",1044,1
"jhm77","Memorized","<h1>above</h1>","y","n",1779,0
"jhm77","Unrelated_Unmemorized","<h1>table</h1>","n","n",1290,1
"jhm77","Unrelated_Unmemorized","<h1>insect</h1>","n","n",920,1
"jhm77","Memorized","<h1>up</h1>","y","y",1025,1
"jhm77","Unrelated_Unmemorized","<h1>valley</h1>","n","n",936,1
"jhm77","Unrelated_Unmemorized","<h1>note</h1>","n","n",971,1
"jhm77","Related_Unmemorized","<h1>high</h1>","n","n",1280,1
"jhm77","Memorized","<h1>clouds</h1>","y","n",1918,0
"jhm77","Memorized","<h1>tower</h1>","y","y",1139,1
"jhm77","Memorized","<h1>citrus</h1>","y","n",1240,0
"jhm77","Unrelated_Unmemorized","<h1>light</h1>","n","n",1076,1
"jhm77","Unrelated_Unmemorized","<h1>England</h1>","n","n",1131,1
"jhm77","Memorized","<h1>berry</h1>","y","y",1358,1
"jhm77","Unrelated_Unmemorized","<h1>web</h1>","n","n",889,1
"jhm77","Related_Unmemorized","<h1>fruit</h1>","n","n",2196,1
"jhm77","Unrelated_Unmemorized","<h1>hill</h1>","n","n",1042,1
"jhm77","Memorized","<h1>juice</h1>","y","n",1338,0
"jhm77","Unrelated_Unmemorized","<h1>white</h1>","n","n",887,1
"jhm77","Memorized","<h1>banana</h1>","y","n",947,0
"jhm77","Memorized","<h1>orange</h1>","y","y",985,1
"jhm77","Unrelated_Unmemorized","<h1>warm</h1>","n","n",948,1
"jhm77","Memorized","<h1>toast</h1>","y","y",1386,1
"jhm77","Memorized","<h1>flour</h1>","y","n",3374,0
"jhm77","Unrelated_Unmemorized","<h1>mad</h1>","n","n",998,1
"jhm77","Memorized","<h1>food</h1>","y","n",1249,0
"jhm77","Memorized","<h1>butter</h1>","y","y",910,1
"jhm77","Unrelated_Unmemorized","<h1>queen</h1>","n","n",980,1
"jhm77","Unrelated_Unmemorized","<h1>hand</h1>","n","n",978,1
"jhm77","Memorized","<h1>jam</h1>","y","y",840,1
"jhm77","Unrelated_Unmemorized","<h1>hard</h1>","n","n",881,1
"jhm77","Related_Unmemorized","<h1>bread</h1>","n","y",926,0
"jhm77","Unrelated_Unmemorized","<h1>lethargic</h1>","n","n",836,1
"jhm77","Unrelated_Unmemorized","<h1>legs</h1>","n","n",1492,1
"jhm77","Related_Unmemorized","<h1>river</h1>","n","y",1328,0
"jhm77","Unrelated_Unmemorized","<h1>sound</h1>","n","n",1015,1
"jhm77","Unrelated_Unmemorized","<h1>robber</h1>","n","n",929,1
"jhm77","Unrelated_Unmemorized","<h1>crown</h1>","n","n",1033,1
"jhm77","Unrelated_Unmemorized","<h1>fear</h1>","n","n",1046,1
"jhm77","Memorized","<h1>barge</h1>","y","y",891,1
"jhm77","Memorized","<h1>flow</h1>","y","n",2584,0
"jhm77","Unrelated_Unmemorized","<h1>thread</h1>","n","n",944,1
"jhm77","Memorized","<h1>swim</h1>","y","n",1337,0
"jhm77","Memorized","<h1>brook</h1>","y","n",3341,0
"jhm77","Unrelated_Unmemorized","<h1>hot</h1>","n","n",873,1
"jhm77","Memorized","<h1>Mississippi</h1>","y","y",858,1
"jhm77","Related_Unmemorized","<h1>sweet</h1>","n","n",3179,1
"jhm77","Memorized","<h1>sugar</h1>","y","y",893,1
"jhm77","Unrelated_Unmemorized","<h1>smooth</h1>","n","n",869,1
"jhm77","Unrelated_Unmemorized","<h1>climb</h1>","n","n",1004,1
"jhm77","Unrelated_Unmemorized","<h1>calm</h1>","n","n",892,1
"jhm77","Memorized","<h1>chocolate</h1>","y","y",824,1
"jhm77","Unrelated_Unmemorized","<h1>show</h1>","n","n",825,1
"jhm77","Memorized","<h1>honey</h1>","y","y",822,1
"jhm77","Memorized","<h1>cake</h1>","y","y",793,1
"jhm77","Unrelated_Unmemorized","<h1>pin</h1>","n","n",775,1
"jhm77","Memorized","<h1>taste</h1>","y","n",2135,0
"jhm77","Unrelated_Unmemorized","<h1>sit</h1>","n","n",857,1
"yq222","Memorized","<h1>taste</h1>","y","y",3112,1
"yq222","Unrelated_Unmemorized","<h1>pin</h1>","n","n",1302,1
"yq222","Memorized","<h1>cake</h1>","y","y",1017,1
"yq222","Unrelated_Unmemorized","<h1>calm</h1>","n","n",1162,1
"yq222","Memorized","<h1>chocolate</h1>","y","y",973,1
"yq222","Unrelated_Unmemorized","<h1>show</h1>","n","n",1304,1
"yq222","Memorized","<h1>sugar</h1>","y","y",927,1
"yq222","Memorized","<h1>honey</h1>","y","y",856,1
"yq222","Unrelated_Unmemorized","<h1>smooth</h1>","n","n",890,1
"yq222","Unrelated_Unmemorized","<h1>climb</h1>","n","n",1396,1
"yq222","Related_Unmemorized","<h1>sweet</h1>","n","n",4094,1
"yq222","Unrelated_Unmemorized","<h1>sit</h1>","n","n",1310,1
"yq222","Unrelated_Unmemorized","<h1>sound</h1>","n","n",1071,1
"yq222","Memorized","<h1>flow</h1>","y","y",953,1
"yq222","Unrelated_Unmemorized","<h1>robber</h1>","n","n",847,1
"yq222","Unrelated_Unmemorized","<h1>crown</h1>","n","n",1010,1
"yq222","Memorized","<h1>brook</h1>","y","y",882,1
"yq222","Memorized","<h1>swim</h1>","y","n",1920,0
"yq222","Related_Unmemorized","<h1>river</h1>","n","n",1251,1
"yq222","Unrelated_Unmemorized","<h1>thread</h1>","n","n",892,1
"yq222","Memorized","<h1>Mississippi</h1>","y","y",942,1
"yq222","Unrelated_Unmemorized","<h1>fear</h1>","n","n",1130,1
"yq222","Memorized","<h1>barge</h1>","y","y",937,1
"yq222","Unrelated_Unmemorized","<h1>hot</h1>","n","n",820,1
"yq222","Memorized","<h1>juice</h1>","y","n",1063,0
"yq222","Unrelated_Unmemorized","<h1>warm</h1>","n","n",842,1
"yq222","Unrelated_Unmemorized","<h1>hill</h1>","n","n",855,1
"yq222","Related_Unmemorized","<h1>fruit</h1>","n","n",1306,1
"yq222","Memorized","<h1>citrus</h1>","y","y",825,1
"yq222","Unrelated_Unmemorized","<h1>England</h1>","n","n",839,1
"yq222","Memorized","<h1>banana</h1>","y","y",853,1
"yq222","Unrelated_Unmemorized","<h1>light</h1>","n","n",805,1
"yq222","Memorized","<h1>orange</h1>","y","n",2449,0
"yq222","Memorized","<h1>berry</h1>","y","y",1258,1
"yq222","Unrelated_Unmemorized","<h1>white</h1>","n","n",726,1
"yq222","Unrelated_Unmemorized","<h1>web</h1>","n","n",981,1
"yq222","Memorized","<h1>food</h1>","y","n",1888,0
"yq222","Memorized","<h1>toast</h1>","y","y",900,1
"yq222","Memorized","<h1>jam</h1>","y","y",928,1
"yq222","Unrelated_Unmemorized","<h1>lethargic</h1>","n","n",926,1
"yq222","Memorized","<h1>flour</h1>","y","y",964,1
"yq222","Unrelated_Unmemorized","<h1>mad</h1>","n","n",769,1
"yq222","Unrelated_Unmemorized","<h1>legs</h1>","n","n",819,1
"yq222","Unrelated_Unmemorized","<h1>hard</h1>","n","n",757,1
"yq222","Unrelated_Unmemorized","<h1>hand</h1>","n","n",869,1
"yq222","Memorized","<h1>butter</h1>","y","y",1677,1
"yq222","Related_Unmemorized","<h1>bread</h1>","n","y",1268,0
"yq222","Unrelated_Unmemorized","<h1>queen</h1>","n","n",647,1
"yq222","Related_Unmemorized","<h1>high</h1>","n","n",2059,1
"yq222","Memorized","<h1>up</h1>","y","y",1066,1
"yq222","Unrelated_Unmemorized","<h1>steal</h1>","n","n",1100,1
"yq222","Unrelated_Unmemorized","<h1>valley</h1>","n","n",1001,1
"yq222","Memorized","<h1>tower</h1>","y","y",889,1
"yq222","Unrelated_Unmemorized","<h1>toe</h1>","n","n",878,1
"yq222","Memorized","<h1>clouds</h1>","y","y",1144,1
"yq222","Unrelated_Unmemorized","<h1>insect</h1>","n","n",801,1
"yq222","Unrelated_Unmemorized","<h1>note</h1>","n","n",873,1
"yq222","Memorized","<h1>low</h1>","y","y",2726,1
"yq222","Unrelated_Unmemorized","<h1>table</h1>","n","n",698,1
"yq222","Memorized","<h1>above</h1>","y","y",1012,1
"yq222","Memorized","<h1>shutter</h1>","y","y",4748,1
"yq222","Memorized","<h1>screen</h1>","y","y",1064,1
"yq222","Memorized","<h1>door</h1>","y","y",1105,1
"yq222","Related_Unmemorized","<h1>window</h1>","n","y",955,0
"yq222","Unrelated_Unmemorized","<h1>snow</h1>","n","n",944,1
"yq222","Unrelated_Unmemorized","<h1>piano</h1>","n","n",1070,1
"yq222","Unrelated_Unmemorized","<h1>boy</h1>","n","n",1333,1
"yq222","Memorized","<h1>glass</h1>","y","y",826,1
"yq222","Unrelated_Unmemorized","<h1>fast</h1>","n","n",796,1
"yq222","Memorized","<h1>house</h1>","y","y",2053,1
"yq222","Unrelated_Unmemorized","<h1>bumpy</h1>","n","n",1513,1
"yq222","Unrelated_Unmemorized","<h1>cat</h1>","n","n",1871,1
"yl2456","Unrelated_Unmemorized","<h1>queen</h1>","n","n",1386,1
"yl2456","Related_Unmemorized","<h1>bread</h1>","n","n",1083,1
"yl2456","Memorized","<h1>flour</h1>","y","y",1047,1
"yl2456","Unrelated_Unmemorized","<h1>legs</h1>","n","n",766,1
"yl2456","Memorized","<h1>toast</h1>","y","y",696,1
"yl2456","Memorized","<h1>butter</h1>","y","y",685,1
"yl2456","Unrelated_Unmemorized","<h1>hand</h1>","n","n",664,1
"yl2456","Unrelated_Unmemorized","<h1>hard</h1>","n","n",782,1
"yl2456","Memorized","<h1>food</h1>","y","y",1748,1
"yl2456","Memorized","<h1>jam</h1>","y","y",669,1
"yl2456","Unrelated_Unmemorized","<h1>lethargic</h1>","n","n",631,1
"yl2456","Unrelated_Unmemorized","<h1>mad</h1>","n","n",722,1
"yl2456","Unrelated_Unmemorized","<h1>sound</h1>","n","n",752,1
"yl2456","Unrelated_Unmemorized","<h1>robber</h1>","n","n",570,1
"yl2456","Memorized","<h1>brook</h1>","y","y",854,1
"yl2456","Unrelated_Unmemorized","<h1>crown</h1>","n","n",826,1
"yl2456","Memorized","<h1>barge</h1>","y","n",659,0
"yl2456","Memorized","<h1>flow</h1>","y","y",1204,1
"yl2456","Memorized","<h1>Mississippi</h1>","y","y",772,1
"yl2456","Unrelated_Unmemorized","<h1>hot</h1>","n","n",800,1
"yl2456","Unrelated_Unmemorized","<h1>fear</h1>","n","n",763,1
"yl2456","Memorized","<h1>swim</h1>","y","y",809,1
"yl2456","Related_Unmemorized","<h1>river</h1>","n","y",754,0
"yl2456","Unrelated_Unmemorized","<h1>thread</h1>","n","n",1141,1
"yl2456","Related_Unmemorized","<h1>high</h1>","n","n",847,1
"yl2456","Unrelated_Unmemorized","<h1>toe</h1>","n","n",836,1
"yl2456","Memorized","<h1>clouds</h1>","y","y",1730,1
"yl2456","Unrelated_Unmemorized","<h1>table</h1>","n","n",744,1
"yl2456","Memorized","<h1>up</h1>","y","y",836,1
"yl2456","Unrelated_Unmemorized","<h1>steal</h1>","n","n",674,1
"yl2456","Unrelated_Unmemorized","<h1>insect</h1>","n","n",694,1
"yl2456","Unrelated_Unmemorized","<h1>note</h1>","n","n",764,1
"yl2456","Memorized","<h1>above</h1>","y","y",3179,1
"yl2456","Memorized","<h1>low</h1>","y","y",1756,1
"yl2456","Unrelated_Unmemorized","<h1>valley</h1>","n","n",693,1
"yl2456","Memorized","<h1>tower</h1>","y","y",1037,1
"yl2456","Memorized","<h1>taste</h1>","y","n",5923,0
"yl2456","Memorized","<h1>cake</h1>","y","y",699,1
"yl2456","Unrelated_Unmemorized","<h1>pin</h1>","n","n",1416,1
"yl2456","Unrelated_Unmemorized","<h1>smooth</h1>","n","n",885,1
"yl2456","Unrelated_Unmemorized","<h1>sit</h1>","n","n",1199,1
"yl2456","Memorized","<h1>honey</h1>","y","y",683,1
"yl2456","Unrelated_Unmemorized","<h1>show</h1>","n","n",836,1
"yl2456","Memorized","<h1>sugar</h1>","y","y",660,1
"yl2456","Unrelated_Unmemorized","<h1>calm</h1>","n","n",798,1
"yl2456","Unrelated_Unmemorized","<h1>climb</h1>","n","n",690,1
"yl2456","Related_Unmemorized","<h1>sweet</h1>","n","y",1104,0
"yl2456","Memorized","<h1>chocolate</h1>","y","y",654,1
"yl2456","Related_Unmemorized","<h1>window</h1>","n","y",1112,0
"yl2456","Unrelated_Unmemorized","<h1>boy</h1>","n","n",613,1
"yl2456","Unrelated_Unmemorized","<h1>snow</h1>","n","n",761,1
"yl2456","Memorized","<h1>shutter</h1>","y","y",762,1
"yl2456","Memorized","<h1>glass</h1>","y","n",2853,0
"yl2456","Memorized","<h1>door</h1>","y","y",757,1
"yl2456","Unrelated_Unmemorized","<h1>piano</h1>","n","n",727,1
"yl2456","Memorized","<h1>house</h1>","y","n",806,0
"yl2456","Unrelated_Unmemorized","<h1>fast</h1>","n","n",1243,1
"yl2456","Unrelated_Unmemorized","<h1>bumpy</h1>","n","n",628,1
"yl2456","Unrelated_Unmemorized","<h1>cat</h1>","n","n",778,1
"yl2456","Memorized","<h1>screen</h1>","y","y",1269,1
"yl2456","Unrelated_Unmemorized","<h1>white</h1>","n","n",778,1
"yl2456","Unrelated_Unmemorized","<h1>web</h1>","n","n",585,1
"yl2456","Unrelated_Unmemorized","<h1>England</h1>","n","n",623,1
"yl2456","Unrelated_Unmemorized","<h1>warm</h1>","n","n",760,1
"yl2456","Unrelated_Unmemorized","<h1>light</h1>","n","n",665,1
"yl2456","Related_Unmemorized","<h1>fruit</h1>","n","n",5748,1
"yl2456","Memorized","<h1>orange</h1>","y","n",4248,0
"yl2456","Memorized","<h1>juice</h1>","y","y",808,1
"yl2456","Unrelated_Unmemorized","<h1>hill</h1>","n","n",716,1
"yl2456","Memorized","<h1>banana</h1>","y","y",640,1
"yl2456","Memorized","<h1>citrus</h1>","y","y",614,1
"yl2456","Memorized","<h1>berry</h1>","y","y",608,1
"zl543","Memorized","<h1>honey</h1>","y","y",1831,1
"zl543","Unrelated_Unmemorized","<h1>pin</h1>","n","n",1462,1
"zl543","Unrelated_Unmemorized","<h1>sit</h1>","n","n",823,1
"zl543","Memorized","<h1>chocolate</h1>","y","y",832,1
"zl543","Related_Unmemorized","<h1>sweet</h1>","n","y",3129,0
"zl543","Unrelated_Unmemorized","<h1>smooth</h1>","n","n",882,1
"zl543","Memorized","<h1>sugar</h1>","y","y",1501,1
"zl543","Unrelated_Unmemorized","<h1>show</h1>","n","n",950,1
"zl543","Memorized","<h1>taste</h1>","y","y",855,1
"zl543","Memorized","<h1>cake</h1>","y","y",686,1
"zl543","Unrelated_Unmemorized","<h1>calm</h1>","n","n",751,1
"zl543","Unrelated_Unmemorized","<h1>climb</h1>","n","n",747,1
"zl543","Unrelated_Unmemorized","<h1>snow</h1>","n","n",1036,1
"zl543","Unrelated_Unmemorized","<h1>cat</h1>","n","n",1305,1
"zl543","Related_Unmemorized","<h1>window</h1>","n","n",6745,1
"zl543","Unrelated_Unmemorized","<h1>boy</h1>","n","n",2217,1
"zl543","Unrelated_Unmemorized","<h1>bumpy</h1>","n","n",593,1
"zl543","Unrelated_Unmemorized","<h1>fast</h1>","n","n",606,1
"zl543","Memorized","<h1>glass</h1>","y","y",873,1
"zl543","Memorized","<h1>house</h1>","y","y",750,1
"zl543","Memorized","<h1>screen</h1>","y","y",1164,1
"zl543","Unrelated_Unmemorized","<h1>piano</h1>","n","n",609,1
"zl543","Memorized","<h1>door</h1>","y","y",773,1
"zl543","Memorized","<h1>shutter</h1>","y","y",706,1
"zl543","Unrelated_Unmemorized","<h1>steal</h1>","n","n",984,1
"zl543","Unrelated_Unmemorized","<h1>toe</h1>","n","n",569,1
"zl543","Related_Unmemorized","<h1>high</h1>","n","n",2599,1
"zl543","Memorized","<h1>up</h1>","y","n",3271,0
"zl543","Memorized","<h1>clouds</h1>","y","y",885,1
"zl543","Memorized","<h1>tower</h1>","y","y",806,1
"zl543","Unrelated_Unmemorized","<h1>valley</h1>","n","n",624,1
"zl543","Unrelated_Unmemorized","<h1>insect</h1>","n","n",730,1
"zl543","Unrelated_Unmemorized","<h1>table</h1>","n","n",842,1
"zl543","Memorized","<h1>low</h1>","y","y",685,1
"zl543","Memorized","<h1>above</h1>","y","y",821,1
"zl543","Unrelated_Unmemorized","<h1>note</h1>","n","n",721,1
"zl543","Memorized","<h1>butter</h1>","y","y",1074,1
"zl543","Unrelated_Unmemorized","<h1>queen</h1>","n","n",641,1
"zl543","Unrelated_Unmemorized","<h1>hard</h1>","n","n",865,1
"zl543","Memorized","<h1>food</h1>","y","y",745,1
"zl543","Unrelated_Unmemorized","<h1>mad</h1>","n","n",603,1
"zl543","Unrelated_Unmemorized","<h1>legs</h1>","n","n",571,1
"zl543","Related_Unmemorized","<h1>bread</h1>","n","n",2151,1
"zl543","Memorized","<h1>flour</h1>","y","y",930,1
"zl543","Unrelated_Unmemorized","<h1>lethargic</h1>","n","n",674,1
"zl543","Memorized","<h1>jam</h1>","y","y",768,1
"zl543","Memorized","<h1>toast</h1>","y","y",860,1
"zl543","Unrelated_Unmemorized","<h1>hand</h1>","n","n",684,1
"zl543","Related_Unmemorized","<h1>river</h1>","n","n",1172,1
"zl543","Unrelated_Unmemorized","<h1>fear</h1>","n","n",866,1
"zl543","Memorized","<h1>brook</h1>","y","y",704,1
"zl543","Unrelated_Unmemorized","<h1>thread</h1>","n","n",1029,1
"zl543","Memorized","<h1>flow</h1>","y","y",754,1
"zl543","Memorized","<h1>barge</h1>","y","y",674,1
"zl543","Unrelated_Unmemorized","<h1>sound</h1>","n","n",728,1
"zl543","Unrelated_Unmemorized","<h1>crown</h1>","n","n",594,1
"zl543","Unrelated_Unmemorized","<h1>hot</h1>","n","n",658,1
"zl543","Unrelated_Unmemorized","<h1>robber</h1>","n","n",591,1
"zl543","Memorized","<h1>swim</h1>","y","y",724,1
"zl543","Memorized","<h1>Mississippi</h1>","y","y",684,1
"zl543","Memorized","<h1>berry</h1>","y","y",961,1
"zl543","Unrelated_Unmemorized","<h1>light</h1>","n","n",660,1
"zl543","Unrelated_Unmemorized","<h1>warm</h1>","n","n",999,1
"zl543","Unrelated_Unmemorized","<h1>England</h1>","n","n",592,1
"zl543","Unrelated_Unmemorized","<h1>hill</h1>","n","n",573,1
"zl543","Memorized","<h1>citrus</h1>","y","y",753,1
"zl543","Unrelated_Unmemorized","<h1>white</h1>","n","n",680,1
"zl543","Unrelated_Unmemorized","<h1>web</h1>","n","n",614,1
"zl543","Related_Unmemorized","<h1>fruit</h1>","n","y",785,0
"zl543","Memorized","<h1>juice</h1>","y","y",675,1
"zl543","Memorized","<h1>orange</h1>","y","y",918,1
"zl543","Memorized","<h1>banana</h1>","y","y",756,1
"egh44","Memorized","<h1>door</h1>","y","n",2879,0
"egh44","Unrelated_Unmemorized","<h1>fast</h1>","n","n",1388,1
"egh44","Related_Unmemorized","<h1>window</h1>","n","n",1929,1
"egh44","Memorized","<h1>screen</h1>","y","y",1407,1
"egh44","Memorized","<h1>glass</h1>","y","n",1553,0
"egh44","Unrelated_Unmemorized","<h1>cat</h1>","n","n",906,1
"egh44","Unrelated_Unmemorized","<h1>piano</h1>","n","n",890,1
"egh44","Unrelated_Unmemorized","<h1>boy</h1>","n","n",1426,1
"egh44","Unrelated_Unmemorized","<h1>bumpy</h1>","n","n",671,1
"egh44","Memorized","<h1>house</h1>","y","y",1596,1
"egh44","Unrelated_Unmemorized","<h1>snow</h1>","n","n",1109,1
"egh44","Memorized","<h1>shutter</h1>","y","y",1167,1
"egh44","Memorized","<h1>low</h1>","y","y",1369,1
"egh44","Unrelated_Unmemorized","<h1>valley</h1>","n","n",983,1
"egh44","Memorized","<h1>tower</h1>","y","y",1082,1
"egh44","Unrelated_Unmemorized","<h1>steal</h1>","n","n",838,1
"egh44","Unrelated_Unmemorized","<h1>toe</h1>","n","n",1126,1
"egh44","Memorized","<h1>up</h1>","y","n",1907,0
"egh44","Memorized","<h1>clouds</h1>","y","n",1747,0
"egh44","Related_Unmemorized","<h1>high</h1>","n","y",1135,0
"egh44","Unrelated_Unmemorized","<h1>insect</h1>","n","n",915,1
"egh44","Unrelated_Unmemorized","<h1>table</h1>","n","n",959,1
"egh44","Unrelated_Unmemorized","<h1>note</h1>","n","n",640,1
"egh44","Memorized","<h1>above</h1>","y","n",1365,0
"egh44","Memorized","<h1>orange</h1>","y","y",1074,1
"egh44","Related_Unmemorized","<h1>fruit</h1>","n","n",1597,1
"egh44","Memorized","<h1>juice</h1>","y","n",3331,0
"egh44","Memorized","<h1>banana</h1>","y","y",838,1
"egh44","Memorized","<h1>citrus</h1>","y","y",976,1
"egh44","Unrelated_Unmemorized","<h1>web</h1>","n","n",872,1
"egh44","Unrelated_Unmemorized","<h1>hill</h1>","n","n",699,1
"egh44","Memorized","<h1>berry</h1>","y","y",1117,1
"egh44","Unrelated_Unmemorized","<h1>England</h1>","n","n",666,1
"egh44","Unrelated_Unmemorized","<h1>light</h1>","n","n",763,1
"egh44","Unrelated_Unmemorized","<h1>white</h1>","n","n",652,1
"egh44","Unrelated_Unmemorized","<h1>warm</h1>","n","n",723,1
"egh44","Unrelated_Unmemorized","<h1>climb</h1>","n","n",1091,1
"egh44","Memorized","<h1>taste</h1>","y","y",3153,1
"egh44","Unrelated_Unmemorized","<h1>sit</h1>","n","n",694,1
"egh44","Unrelated_Unmemorized","<h1>calm</h1>","n","n",644,1
"egh44","Memorized","<h1>sugar</h1>","y","y",1083,1
"egh44","Memorized","<h1>cake</h1>","y","y",971,1
"egh44","Memorized","<h1>honey</h1>","y","y",945,1
"egh44","Memorized","<h1>chocolate</h1>","y","y",797,1
"egh44","Related_Unmemorized","<h1>sweet</h1>","n","n",1167,1
"egh44","Unrelated_Unmemorized","<h1>pin</h1>","n","n",690,1
"egh44","Unrelated_Unmemorized","<h1>show</h1>","n","n",604,1
"egh44","Unrelated_Unmemorized","<h1>smooth</h1>","n","n",892,1
"egh44","Memorized","<h1>flow</h1>","y","y",1226,1
"egh44","Unrelated_Unmemorized","<h1>hot</h1>","n","n",728,1
"egh44","Memorized","<h1>barge</h1>","y","y",937,1
"egh44","Memorized","<h1>swim</h1>","y","n",930,0
"egh44","Unrelated_Unmemorized","<h1>sound</h1>","n","n",909,1
"egh44","Unrelated_Unmemorized","<h1>thread</h1>","n","n",704,1
"egh44","Memorized","<h1>Mississippi</h1>","y","y",818,1
"egh44","Unrelated_Unmemorized","<h1>robber</h1>","n","n",825,1
"egh44","Related_Unmemorized","<h1>river</h1>","n","n",1618,1
"egh44","Unrelated_Unmemorized","<h1>crown</h1>","n","n",662,1
"egh44","Memorized","<h1>brook</h1>","y","y",1393,1
"egh44","Unrelated_Unmemorized","<h1>fear</h1>","n","n",1013,1
"egh44","Unrelated_Unmemorized","<h1>hard</h1>","n","n",1016,1
"egh44","Unrelated_Unmemorized","<h1>queen</h1>","n","n",705,1
"egh44","Unrelated_Unmemorized","<h1>legs</h1>","n","n",616,1
"egh44","Unrelated_Unmemorized","<h1>hand</h1>","n","n",657,1
"egh44","Unrelated_Unmemorized","<h1>mad</h1>","n","n",557,1
"egh44","Related_Unmemorized","<h1>bread</h1>","n","n",2636,1
"egh44","Unrelated_Unmemorized","<h1>lethargic</h1>","n","n",669,1
"egh44","Memorized","<h1>toast</h1>","y","y",869,1
"egh44","Memorized","<h1>food</h1>","y","n",3677,0
"egh44","Memorized","<h1>jam</h1>","y","y",910,1
"egh44","Memorized","<h1>flour</h1>","y","y",916,1
